Genotype_Micro,Genotype,known_geno,Treatment,Tank,number_Samples,Final_State,R_final_state,Final_fraction_Disease,Days_to_disease_signs,days_from_initial_to_final,General_Notes,Extra_notes,extra2_notes,extra3_notes,Experiment,sample,tube_number,box,ID_Micro,SampleLocation,Disease_Exposed,Disease_Outcome,Disease_Prevalence,Sample_Uniq_ID,Exp_1,Exp_2,Exp_3,Exp_4,Sampled,timepoint,sample_date,Date_initial,Date_final,Date_exp_started,Real_timepoint,R_TP,R_treat,Order_TP
15-111,15_111,Y,C,63,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,442-5_3/15/22,442,5,63 _ 3 _ 15-111,T_442_Exp_3_Box_5,0,0,1,T_442_Exp_3,0,0,1,0,1,Final,3/15/22,NA,3/15/22,3/11/22,Final,FS,C,5
15-353,15_353,Y,C,54,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,507-6_3/15/22,507,6,54 _ 3 _ 15-353,T_507_Exp_3_Box_6,0,0,1,T_507_Exp_3,0,0,1,0,1,Final,3/15/22,NA,3/15/22,3/11/22,Final,FS,C,5
GB15,GB15,N,C,51,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,505-6_3/15/22,505,6,51 _ 3 _ GB15,T_505_Exp_3_Box_6,0,0,1,T_505_Exp_3,0,0,1,0,1,Final,3/15/22,NA,3/15/22,3/11/22,Final,FS,C,5
M14,M14,N,C,62,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,511-6_3/15/22,511,6,62 _ 3 _ M14,T_511_Exp_3_Box_6,0,0,1,T_511_Exp_3,0,0,1,0,1,Final,3/15/22,NA,3/15/22,3/11/22,Final,FS,C,5
M15,M15,N,C,64,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,512-6_3/15/22,512,6,64 _ 3 _ M15,T_512_Exp_3_Box_6,0,0,1,T_512_Exp_3,0,0,1,0,1,Final,3/15/22,NA,3/15/22,3/11/22,Final,FS,C,5
M33,M33,N,C,69,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,515-6_3/15/22,515,6,69 _ 3 _ M33,T_515_Exp_3_Box_6,0,0,1,T_515_Exp_3,0,0,1,0,1,Final,3/15/22,NA,3/15/22,3/11/22,Final,FS,C,5
S439,S439,Y,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,506-6_3/15/22,506,6,53 _ 3 _ S439,T_506_Exp_3_Box_6,0,0,0.5,T_506_Exp_3,0,0,1,0,1,Final,3/15/22,NA,3/15/22,3/11/22,Final,FS,C,5
GB11,GB11,N,C,64,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,531-6_3/16/22,531,6,64 _ 3 _ GB11,T_531_Exp_3_Box_6,0,0,1,T_531_Exp_3,0,0,1,0,1,Final,3/16/22,NA,3/16/22,3/11/22,Final,FS,C,5
GB2,GB2,N,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,522-6_3/16/22,522,6,52 _ 3 _ GB2,T_522_Exp_3_Box_6,0,0,1,T_522_Exp_3,0,0,1,0,1,Final,3/16/22,NA,3/16/22,3/11/22,Final,FS,C,5
GB3,GB3,N,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,521-6_3/16/22,521,6,56 _ 3 _ GB3,T_521_Exp_3_Box_6,0,0,0.666666667,T_521_Exp_3,0,0,1,0,1,Final,3/16/22,NA,3/16/22,3/11/22,Final,FS,C,5
OF23,OF23,Y,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,518-6_3/16/22,518,6,56 _ 3 _ OF23,T_518_Exp_3_Box_6,0,0,1,T_518_Exp_3,0,0,1,0,1,Final,3/16/22,NA,3/16/22,3/11/22,Final,FS,C,5
15-358,15_358,Y,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,537-6_3/17/22,537,6,56 _ 3 _ 15-358,T_537_Exp_3_Box_6,0,0,1,T_537_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
M10,M10,N,C,54,3,Control,Healthy,0,NA,NA,3/14/22 Tube 493 is of the original frag that had developed 50% TL (jelly) so it was scraped; tube 492 is the scrape of the replacement frag,NA,NA,NA,3,532-6_3/17/22,532,6,54 _ 3 _ M10,T_532_Exp_3_Box_6,0,0,1,T_532_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
M16,M16,N,C,68,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,538-6_3/17/22,538,6,68 _ 3 _ M16,T_538_Exp_3_Box_6,0,0,1,T_538_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
M21,M21,N,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,542-6_3/17/22,542,6,53 _ 3 _ M21,T_542_Exp_3_Box_6,0,0,0.666666667,T_542_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
M29,M29,N,C,62,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,544-6_3/17/22,544,6,62 _ 3 _ M29,T_544_Exp_3_Box_6,0,0,1,T_544_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
M34,M34,N,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,541-6_3/17/22,541,6,52 _ 3 _ M34,T_541_Exp_3_Box_6,0,0,1,T_541_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
OF657,OF657,Y,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,534-6_3/17/22,534,6,53 _ 3 _ OF657,T_534_Exp_3_Box_6,0,0,0.666666667,T_534_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
OF99,OF99,Y,C,55,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,543-6_3/17/22,543,6,55 _ 3 _ OF99,T_543_Exp_3_Box_6,0,0,1,T_543_Exp_3,0,0,1,0,1,Final,3/17/22,NA,3/17/22,3/11/22,Final,FS,C,5
GB8,GB8,N,C,61,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,572-7_3/18/22,572,7,61 _ 3 _ GB8,T_572_Exp_3_Box_7,0,0,0.333333333,T_572_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
M2,M2,N,C,51,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,573-7_3/18/22,573,7,51 _ 3 _ M2,T_573_Exp_3_Box_7,0,0,1,T_573_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
M27,M27,N,C,61,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,580-7_3/18/22,580,7,61 _ 3 _ M27,T_580_Exp_3_Box_7,0,0,1,T_580_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
OF1,OF1,Y,C,64,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,583-7_3/18/22,583,7,64 _ 3 _ OF1,T_583_Exp_3_Box_7,0,0,1,T_583_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
OF21,OF21,Y,C,54,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,585-7_3/18/22,585,7,54 _ 3 _ OF21,T_585_Exp_3_Box_7,0,0,1,T_585_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
OF654,OF654,Y,C,66,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,582-7_3/18/22,582,7,66 _ 3 _ OF654,T_582_Exp_3_Box_7,0,0,0.666666667,T_582_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
OF8,OF8,Y,C,54,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,584-7_3/18/22,584,7,54 _ 3 _ OF8,T_584_Exp_3_Box_7,0,0,1,T_584_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
S373,S373,Y,C,55,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,575-7_3/18/22,575,7,55 _ 3 _ S373,T_575_Exp_3_Box_7,0,0,1,T_575_Exp_3,0,0,1,0,1,Final,3/18/22,NA,3/18/22,3/11/22,Final,FS,C,5
M12,M12,N,C,69,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,586-7_3/19/22,586,7,69 _ 3 _ M12,T_586_Exp_3_Box_7,0,0,1,T_586_Exp_3,0,0,1,0,1,Final,3/19/22,NA,3/19/22,3/11/22,Final,FS,C,5
OF3,OF3,Y,C,57,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,587-7_3/19/22,587,7,57 _ 3 _ OF3,T_587_Exp_3_Box_7,0,0,0.666666667,T_587_Exp_3,0,0,1,0,1,Final,3/19/22,NA,3/19/22,3/11/22,Final,FS,C,5
OF5,OF5,Y,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,597-7_3/21/22,597,7,52 _ 3 _ OF5,T_597_Exp_3_Box_7,0,0,0.666666667,T_597_Exp_3,0,0,1,0,1,Final,3/21/22,NA,3/21/22,3/11/22,Final,FS,C,5
OF680,OF680,Y,C,57,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,600-7_3/22/22,600,7,57 _ 3 _ OF680,T_600_Exp_3_Box_7,0,0,1,T_600_Exp_3,0,0,1,0,1,Final,3/22/22,NA,3/22/22,3/11/22,Final,FS,C,5
S503,S503,Y,C,58,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,602-7_3/23/22,602,7,58 _ 3 _ S503,T_602_Exp_3_Box_7,0,0,1,T_602_Exp_3,0,0,1,0,1,Final,3/23/22,NA,3/23/22,3/11/22,Final,FS,C,5
GB26,GB26,N,C,61,3,Control,Healthy,0,NA,NA,healthy,NA,NA,NA,3,608-7_3/27/22,608,7,61 _ 3 _ GB26,T_608_Exp_3_Box_7,0,0,0.333333333,T_608_Exp_3,0,0,1,0,1,Final,3/27/22,NA,3/27/22,3/11/22,Final,FS,C,5
M13,M13,N,C,59,3,Control,Healthy,0,NA,NA,healthy,NA,NA,NA,3,606-7_3/27/22,606,7,59 _ 3 _ M13,T_606_Exp_3_Box_7,0,0,0.666666667,T_606_Exp_3,0,0,1,0,1,Final,3/27/22,NA,3/27/22,3/11/22,Final,FS,C,5
M20,M20,N,C,70,3,Control,Healthy,0,NA,NA,healthy,NA,NA,NA,3,612-7_3/27/22,612,7,70 _ 3 _ M20,T_612_Exp_3_Box_7,0,0,0.666666667,T_612_Exp_3,0,0,1,0,1,Final,3/27/22,NA,3/27/22,3/11/22,Final,FS,C,5
M31,M31,N,C,51,3,Control,Healthy,0,NA,NA,healthy,NA,NA,NA,3,604-7_3/27/22,604,7,51 _ 3 _ M31,T_604_Exp_3_Box_7,0,0,0.666666667,T_604_Exp_3,0,0,1,0,1,Final,3/27/22,NA,3/27/22,3/11/22,Final,FS,C,5
S575,S575,Y,C,59,3,Control,Healthy,0,NA,NA,healthy,NA,NA,NA,3,607-7_3/27/22,607,7,59 _ 3 _ S575,T_607_Exp_3_Box_7,0,0,0.666666667,T_607_Exp_3,0,0,1,0,1,Final,3/27/22,NA,3/27/22,3/11/22,Final,FS,C,5
M11,M11,N,C,58,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,448-5_3/14/22,448,5,58 _ 3 _ M11,T_448_Exp_3_Box_5,0,0,1,T_448_Exp_3,0,0,1,0,1,Initial_Disease,3/14/22,3/14/22,3/14/22,3/11/22,Final,FS,C,5
15-431,15_431,Y,C,51,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,342-4_4/3/22,342,4,51 _ 4 _ 15-431,T_342_Exp_4_Box_4,0,0,1,T_342_Exp_4,0,0,0,1,1,Initial_Disease,4/3/22,4/3/22,4/4/22,3/31/22,Initial_Disease,ID,C,4
M16,M16,N,C,60,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,349-4_4/4/2022,349,4,60 _ 4 _ M16,T_349_Exp_4_Box_4,0,0,1,T_349_Exp_4,0,0,0,1,1,Initial_Disease,4/4/22,4/4/22,4/5/22,3/31/22,Initial_Disease,ID,C,4
GB26,GB26,N,C,55,4,Control,Healthy,0,NA,NA,NA,second initial pair,NA,NA,4,344-4_4/3/22,344,4,55 _ 4 _ GB26,T_344_Exp_4_Box_4,0,0,0.333333333,T_344_Exp_4,0,0,0,1,1,Initial_Disease,4/3/22,4/3/22,4/6/22,3/31/22,Initial_Disease,ID,C,4
AE3,AE3,Y,C,52,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,348-4_4/4/22,348,4,52 _ 4 _ AE3,T_348_Exp_4_Box_4,0,0,1,T_348_Exp_4,0,0,0,1,1,Initial_Disease,4/4/22,4/4/22,4/6/22,3/31/22,Initial_Disease,ID,C,4
M14,M14,N,C,58,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,350-4_4/4/2022,350,4,58 _ 4 _ M14,T_350_Exp_4_Box_4,0,0,1,T_350_Exp_4,0,0,0,1,1,Initial_Disease,4/4/22,4/4/22,4/6/22,3/31/22,Initial_Disease,ID,C,4
M36,M36,N,C,52,4,Control,Healthy,0,NA,NA,NA,ID pair,NA,NA,4,390-5_4/6/22,390,5,52 _ 4 _ M36,T_390_Exp_4_Box_5,0,0,1,T_390_Exp_4,0,0,0,1,1,Initial_Disease,4/6/22,4/6/22,4/8/22,3/31/22,Initial_Disease,ID,C,4
M23,M23,N,C,59,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,337-4_4/3/2022,337,4,59 _ 4 _ M23,T_337_Exp_4_Box_4,0,0,1,T_337_Exp_4,0,0,0,1,1,Initial_Disease,4/3/22,4/3/22,4/9/22,3/31/22,Initial_Disease,ID,C,4
GB10,GB10,N,C,54,4,Control,Healthy,0,NA,NA,NA,second final,NA,NA,4,417-5_4/7/22,417,5,54 _ 4 _ GB10,T_417_Exp_4_Box_5,0,0,0.666666667,T_417_Exp_4,0,0,0,1,1,Initial_Disease,4/7/22,4/7/22,4/9/22,3/31/22,Initial_Disease,ID,C,4
M7,M7,N,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,426-5_4/8/22,426,5,54 _ 4 _ M7,T_426_Exp_4_Box_5,0,0,1,T_426_Exp_4,0,0,0,1,1,Initial_Disease,4/8/22,4/8/22,4/9/22,3/31/22,Initial_Disease,ID,C,4
M28,M28,N,C,60,4,Control,Healthy,0,NA,NA,NA,initial disease,final,NA,4,455-6_4/10/2022,455,6,60 _ 4 _ M28,T_455_Exp_4_Box_6,0,0,1,T_455_Exp_4,0,0,0,1,1,Initial_Disease,4/10/22,4/10/22,4/12/22,3/31/22,Initial_Disease,ID,C,4
UK 36,UK_36,Y,C,51,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,461-6_4/12/22,461,6,51 _ 4 _ UK 36,T_461_Exp_4_Box_6,0,0,1,T_461_Exp_4,0,0,0,1,1,Initial_Disease,4/12/22,4/12/22,4/13/22,3/31/22,Initial_Disease,ID,C,4
GB22,GB22,N,C,62,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,442-6_4/9/2022,442,6,62 _ 4 _ GB22,T_442_Exp_4_Box_6,0,0,1,T_442_Exp_4,0,0,0,1,1,Initial_Disease,4/9/22,4/9/22,4/15/22,3/31/22,Initial_Disease,ID,C,4
GB8,GB8,N,C,58,4,Control,Healthy,0,NA,NA,NA,second initial pair,NA,NA,4,374-5_4/5/2022,374,5,58 _ 4 _ GB8,T_374_Exp_4_Box_5,0,0,0.333333333,T_374_Exp_4,0,0,0,1,1,Initial_Disease,4/5/22,4/5/22,4/18/22,3/31/22,Initial_Disease,ID,C,4
F32,F32,Y,C,66,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,502-6_2/16/22,502,6,66 _ 2 _ F32,T_502_Exp_2_Box_6,0,0,1,T_502_Exp_2,0,1,0,0,1,Initial_Disease,2/16/22,2/16/22,2/17/22,2/12/22,Initial_Disease,ID,C,4
OF99,OF99,Y,C,70,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,503-6_2/16/22,503,6,70 _ 2 _ OF99,T_503_Exp_2_Box_6,0,0,1,T_503_Exp_2,0,1,0,0,1,Initial_Disease,2/16/22,2/16/22,2/17/22,2/12/22,Initial_Disease,ID,C,4
15-350,15_350,Y,C,69,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,501-6_2/16/22,501,6,69 _ 2 _ 15-350,T_501_Exp_2_Box_6,0,0,1,T_501_Exp_2,0,1,0,0,1,Initial_Disease,2/16/22,2/16/22,2/18/22,2/12/22,Initial_Disease,ID,C,4
15-349,15_349,Y,C,58,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,500-6_2/16/22,500,6,58 _ 2 _ 15-349,T_500_Exp_2_Box_6,0,0,0.666666667,T_500_Exp_2,0,1,0,0,1,Initial_Disease,2/16/22,2/16/22,2/19/22,2/12/22,Initial_Disease,ID,C,4
OF592,OF592,Y,C,65,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,508-6_2/17/22,508,6,65 _ 2 _ OF592,T_508_Exp_2_Box_6,0,0,0.5,T_508_Exp_2,0,1,0,0,1,Initial_Disease,2/17/22,2/17/22,2/19/22,2/12/22,Initial_Disease,ID,C,4
S331,S331,Y,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,554-6_2/18/22,554,6,55 _ 2 _ S331,T_554_Exp_2_Box_6,0,0,1,T_554_Exp_2,0,1,0,0,1,Initial_Disease,2/18/22,2/18/22,2/19/22,2/12/22,Initial_Disease,ID,C,4
GB20,GB20,N,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,556-6_2/18/22,556,6,54 _ 2 _ GB20,T_556_Exp_2_Box_6,0,0,1,T_556_Exp_2,0,1,0,0,1,Initial_Disease,2/18/22,2/18/22,2/19/22,2/12/22,Initial_Disease,ID,C,4
GB31,GB31,N,C,58,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,557-6_2/18/22,557,6,58 _ 2 _ GB31,T_557_Exp_2_Box_6,0,0,1,T_557_Exp_2,0,1,0,0,1,Initial_Disease,2/18/22,2/18/22,2/19/22,2/12/22,Initial_Disease,ID,C,4
OF416,OF416,Y,C,70,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,558-6_2/18/22,558,6,70 _ 2 _ OF416,T_558_Exp_2_Box_6,0,0,0.5,T_558_Exp_2,0,1,0,0,1,Initial_Disease,2/18/22,2/18/22,2/19/22,2/12/22,Initial_Disease,ID,C,4
OF200,OF200,Y,C,68,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,559-6_2/18/22,559,6,68 _ 2 _ OF200,T_559_Exp_2_Box_6,0,0,1,T_559_Exp_2,0,1,0,0,1,Initial_Disease,2/18/22,2/18/22,2/19/22,2/12/22,Initial_Disease,ID,C,4
GB12,GB12,N,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,555-6_2/18/22,555,6,54 _ 2 _ GB12,T_555_Exp_2_Box_6,0,0,1,T_555_Exp_2,0,1,0,0,1,Initial_Disease,2/18/22,2/18/22,2/23/22,2/12/22,Initial_Disease,ID,C,4
GB19,GB19,N,C,56,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,472-7_2/19/22,472,7,56 _ 2 _ GB19,T_472_Exp_2_Box_7,0,0,1,T_472_Exp_2,0,1,0,0,1,Initial_Disease,2/19/22,2/19/22,2/20/22,2/12/22,Initial_Disease,ID,C,4
GB21,GB21,N,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,589-7_2/20/22,589,7,55 _ 2 _ GB21,T_589_Exp_2_Box_7,0,0,0.666666667,T_589_Exp_2,0,1,0,0,1,Initial_Disease,2/20/22,2/20/22,2/21/22,2/12/22,Initial_Disease,ID,C,4
OF96,OF96,Y,C,64,4,Control,Healthy,0,NA,NA,"replaced after first pre-exposure scrape, so scraped on different date. 3.27.22 final control scrape tube #609 for second rep",original pre-exposure?,final,NA,3,453-5_3/14/22,453,5,64 _ 3 _ OF96,T_453_Exp_3_Box_5,0,0,0.666666667,T_453_Exp_3,0,0,1,0,1,Initial_Disease,3/14/22,3/14/22,3/15/22,3/11/22,Initial_Disease,ID,C,4
M23,M23,N,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,461-5_3/14/22,461,5,55 _ 3 _ M23,T_461_Exp_3_Box_5,0,0,1,T_461_Exp_3,0,0,1,0,1,Initial_Disease,3/14/22,3/14/22,3/15/22,3/11/22,Initial_Disease,ID,C,4
M9,M9,N,C,55,4,Control,Healthy,0,NA,NA,"520 was an ID pair on 3/16, but geno chunk was also taken",NA,NA,NA,3,450-5_3/14/22,450,5,55 _ 3 _ M9,T_450_Exp_3_Box_5,0,0,1,T_450_Exp_3,0,0,1,0,1,Initial_Disease,3/14/22,3/14/22,3/17/22,3/11/22,Initial_Disease,ID,C,4
M30,M30,N,C,60,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,510-6_3/15/22,510,6,60 _ 3 _ M30,T_510_Exp_3_Box_6,0,0,1,T_510_Exp_3,0,0,1,0,1,Initial_Disease,3/15/22,3/15/22,3/18/22,3/11/22,Initial_Disease,ID,C,4
GB20,GB20,N,C,69,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,514-6_3/15/22,514,6,69 _ 3 _ GB20,T_514_Exp_3_Box_6,0,0,1,T_514_Exp_3,0,0,1,0,1,Initial_Disease,3/15/22,3/15/22,3/25/22,3/11/22,Initial_Disease,ID,C,4
GB4,GB4,N,C,59,4,Control,Healthy,0,NA,NA,healthy,NA,NA,NA,3,523-6_3/16/22,523,6,59 _ 3 _ GB4,T_523_Exp_3_Box_6,0,0,0.666666667,T_523_Exp_3,0,0,1,0,1,Initial_Disease,3/16/22,3/16/22,3/27/22,3/11/22,Initial_Disease,ID,C,4
S59,S59,Y,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,533-6_3/17/22,533,6,55 _ 3 _ S59,T_533_Exp_3_Box_6,0,0,1,T_533_Exp_3,0,0,1,0,1,Initial_Disease,3/17/22,3/17/22,3/18/22,3/11/22,Initial_Disease,ID,C,4
GB21,GB21,N,C,70,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,535-6_3/17/22,535,6,70 _ 3 _ GB21,T_535_Exp_3_Box_6,0,0,0.666666667,T_535_Exp_3,0,0,1,0,1,Initial_Disease,3/17/22,3/17/22,3/18/22,3/11/22,Initial_Disease,ID,C,4
M7,M7,N,C,57,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,3,539-6_3/17/22,539,6,57 _ 3 _ M7,T_539_Exp_3_Box_6,0,0,1,T_539_Exp_3,0,0,1,0,1,Initial_Disease,3/17/22,3/17/22,3/18/22,3/11/22,Initial_Disease,ID,C,4
M8,M8,N,C,66,4,Control,Healthy,0,NA,NA,healthy,NA,NA,NA,3,540-6_3/17/22,540,6,66 _ 3 _ M8,T_540_Exp_3_Box_6,0,0,0.5,T_540_Exp_3,0,0,1,0,1,Initial_Disease,3/17/22,3/17/22,3/27/22,3/11/22,Initial_Disease,ID,C,4
F-1-A,F_1_A,Y,C,62,4,Control,Healthy,0,NA,NA,579 - paired sample for geno in t30; but coral had been moved out of the experimental system and into a secondary holding system on 3/14 by mistake; no final control sample for the geno in tank 30,NA,NA,NA,3,579-7_3/18/22,579,7,62 _ 3 _ F-1-A,T_579_Exp_3_Box_7,0,0,1,T_579_Exp_3,0,0,1,0,1,Initial_Disease,3/18/22,3/18/22,3/14/22,3/11/22,Initial_Disease,ID,C,4
OF132,OF132,Y,C,67,4,Control,Healthy,0,NA,NA,sampled before it died,NA,NA,NA,3,577-7_3/18/22,577,7,67 _ 3 _ OF132,T_577_Exp_3_Box_7,0,0,0.666666667,T_577_Exp_3,0,0,1,0,1,Initial_Disease,3/18/22,3/18/22,3/21/22,3/11/22,Initial_Disease,ID,C,4
GB13,GB13,N,C,52,3,Control,Healthy,0,NA,NA,NA,final pair,NA,NA,4,339-4_3/4/22,339,4,52 _ 4 _ GB13,T_339_Exp_4_Box_4,0,0,0.666666667,T_339_Exp_4,0,0,0,1,1,Final,3/4/22,4/2/22,3/4/22,3/31/22,Mistake,M,C,6
M30,M30,N,C,59,4,Control,Healthy,0,NA,NA,NA,second final,NA,NA,4,351-4_4/4/2022,351,4,59 _ 4 _ M30,T_351_Exp_4_Box_4,0,0,1,T_351_Exp_4,0,0,0,1,1,Initial_Disease,4/4/22,4/4/22,4/1/22,3/31/22,Mistake,M,C,6
M4,M4,N,C,51,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,389-5_4/6/22,389,5,51 _ 4 _ M4,T_389_Exp_4_Box_5,0,0,0.666666667,T_389_Exp_4,0,0,0,1,1,Initial_Disease,4/6/22,4/6/22,4/4/22,3/31/22,Mistake,M,C,6
OF8,OF8,Y,C,68,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,1,320-4_1/15/2022,320,4,68 _ 1 _ OF8,T_320_Exp_1_Box_4,0,0,1,T_320_Exp_1,1,0,0,0,1,Initial_Disease,1/15/22,1/15/22,NA,1/14/22,Pre_Early_Exposure,PEE,C,2
S331,S331,Y,C,56,2,Control,Healthy,0,NA,NA,Missing final sample; disease was pulled scrape-to-kill on 1/22; initial disease pair sampled in tube number 264 but does not exist,NA,NA,NA,1,322-4_1/15/2022,322,4,56 _ 1 _ S331,T_322_Exp_1_Box_4,0,0,1,T_322_Exp_1,1,0,0,0,1,Initial_Disease,1/15/22,1/15/22,NA,1/14/22,Pre_Early_Exposure,PEE,C,2
OF1,OF1,Y,C,66,4,Control,Healthy,0,NA,NA,NA,Another new initial,NA,NA,1,323-4_1/15/2022,323,4,66 _ 1 _ OF1,T_323_Exp_1_Box_4,0,0,1,T_323_Exp_1,1,0,0,0,1,Initial_Disease,1/15/22,1/15/22,NA,1/14/22,Pre_Early_Exposure,PEE,C,2
OF21,OF21,Y,C,62,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,1,329-4_1/15/2022,329,4,62 _ 1 _ OF21,T_329_Exp_1_Box_4,0,0,1,T_329_Exp_1,1,0,0,0,1,Initial_Disease,1/15/22,1/15/22,NA,1/14/22,Pre_Early_Exposure,PEE,C,2
OF662,OF662,Y,C,67,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,1,330-4_1/15/2022,330,4,67 _ 1 _ OF662,T_330_Exp_1_Box_4,0,0,1,T_330_Exp_1,1,0,0,0,1,Initial_Disease,1/15/22,1/15/22,NA,1/14/22,Pre_Early_Exposure,PEE,C,2
S564,S564,Y,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,1,331-4_1/15/2022,331,4,54 _ 1 _ S564,T_331_Exp_1_Box_4,0,0,1,T_331_Exp_1,1,0,0,0,1,Initial_Disease,1/15/22,1/15/22,NA,1/14/22,Pre_Early_Exposure,PEE,C,2
S575,S575,Y,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,1,332-4_1/15/2022,332,4,55 _ 1 _ S575,T_332_Exp_1_Box_4,0,0,0.666666667,T_332_Exp_1,1,0,0,0,1,Initial_Disease,1/15/22,1/15/22,NA,1/14/22,Pre_Early_Exposure,PEE,C,2
